latin_species,order,family,family_english,english,subspecies
Cisticola lais,Passeriformes,Cisticolidae,Cisticolas & Allies,Wailing Cisticola,semifasciatus
Cisticola lais,Passeriformes,Cisticolidae,Cisticolas & Allies,Wailing Cisticola,mashona
Cisticola lais,Passeriformes,Cisticolidae,Cisticolas & Allies,Wailing Cisticola,oreobates
Cisticola lais,Passeriformes,Cisticolidae,Cisticolas & Allies,Wailing Cisticola,monticola
Cisticola lais,Passeriformes,Cisticolidae,Cisticolas & Allies,Wailing Cisticola,lais
Cisticola lais,Passeriformes,Cisticolidae,Cisticolas & Allies,Wailing Cisticola,maculatus
Cisticola distinctus,Passeriformes,Cisticolidae,Cisticolas & Allies,Lynes's Cisticola,maculatus
Cisticola galactotes,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous-winged Cisticola,maculatus
Cisticola galactotes,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous-winged Cisticola,isodactylus
Cisticola galactotes,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous-winged Cisticola,galactotes
Cisticola marginatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Winding Cisticola,galactotes
Cisticola marginatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Winding Cisticola,amphilectus
Cisticola marginatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Winding Cisticola,zalingei
Cisticola marginatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Winding Cisticola,marginatus
Cisticola marginatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Winding Cisticola,nyansae
Cisticola marginatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Winding Cisticola,suahelicus
Cisticola haematocephalus,Passeriformes,Cisticolidae,Cisticolas & Allies,Coastal Cisticola,suahelicus
Cisticola anderseni,Passeriformes,Cisticolidae,Cisticolas & Allies,White-tailed Cisticola,suahelicus
Cisticola lugubris,Passeriformes,Cisticolidae,Cisticolas & Allies,Ethiopian Cisticola,suahelicus
Cisticola luapula,Passeriformes,Cisticolidae,Cisticolas & Allies,Luapula Cisticola,suahelicus
Cisticola pipiens,Passeriformes,Cisticolidae,Cisticolas & Allies,Chirping Cisticola,suahelicus
Cisticola pipiens,Passeriformes,Cisticolidae,Cisticolas & Allies,Chirping Cisticola,congo
Cisticola pipiens,Passeriformes,Cisticolidae,Cisticolas & Allies,Chirping Cisticola,pipiens
Cisticola pipiens,Passeriformes,Cisticolidae,Cisticolas & Allies,Chirping Cisticola,arundicola
Cisticola carruthersi,Passeriformes,Cisticolidae,Cisticolas & Allies,Carruthers's Cisticola,arundicola
Cisticola tinniens,Passeriformes,Cisticolidae,Cisticolas & Allies,Levaillant's Cisticola,arundicola
Cisticola tinniens,Passeriformes,Cisticolidae,Cisticolas & Allies,Levaillant's Cisticola,dyleffi
Cisticola tinniens,Passeriformes,Cisticolidae,Cisticolas & Allies,Levaillant's Cisticola,oreophilus
Cisticola tinniens,Passeriformes,Cisticolidae,Cisticolas & Allies,Levaillant's Cisticola,shiwae
Cisticola tinniens,Passeriformes,Cisticolidae,Cisticolas & Allies,Levaillant's Cisticola,perpullus
Cisticola tinniens,Passeriformes,Cisticolidae,Cisticolas & Allies,Levaillant's Cisticola,tinniens
Cisticola tinniens,Passeriformes,Cisticolidae,Cisticolas & Allies,Levaillant's Cisticola,elegans
Cisticola robustus,Passeriformes,Cisticolidae,Cisticolas & Allies,Stout Cisticola,elegans
Cisticola robustus,Passeriformes,Cisticolidae,Cisticolas & Allies,Stout Cisticola,robustus
Cisticola robustus,Passeriformes,Cisticolidae,Cisticolas & Allies,Stout Cisticola,schraderi
Cisticola robustus,Passeriformes,Cisticolidae,Cisticolas & Allies,Stout Cisticola,omo
Cisticola robustus,Passeriformes,Cisticolidae,Cisticolas & Allies,Stout Cisticola,santae
Cisticola robustus,Passeriformes,Cisticolidae,Cisticolas & Allies,Stout Cisticola,nuchalis
Cisticola robustus,Passeriformes,Cisticolidae,Cisticolas & Allies,Stout Cisticola,awemba
Cisticola robustus,Passeriformes,Cisticolidae,Cisticolas & Allies,Stout Cisticola,angolensis
Cisticola aberdare,Passeriformes,Cisticolidae,Cisticolas & Allies,Aberdare Cisticola,angolensis
Cisticola natalensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Croaking Cisticola,angolensis
Cisticola natalensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Croaking Cisticola,strangei
Cisticola natalensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Croaking Cisticola,inexpectatus
Cisticola natalensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Croaking Cisticola,argenteus
Cisticola natalensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Croaking Cisticola,tonga
Cisticola natalensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Croaking Cisticola,katanga
Cisticola natalensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Croaking Cisticola,huambo
Cisticola natalensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Croaking Cisticola,natalensis
Cisticola natalensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Croaking Cisticola,holubii
Cisticola ruficeps,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-pate Cisticola,holubii
Cisticola ruficeps,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-pate Cisticola,ruficeps
Cisticola ruficeps,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-pate Cisticola,scotopterus
Cisticola ruficeps,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-pate Cisticola,mongalla
Cisticola guinea,Passeriformes,Cisticolidae,Cisticolas & Allies,Dorst's Cisticola,mongalla
Cisticola nana,Passeriformes,Cisticolidae,Cisticolas & Allies,Tiny Cisticola,mongalla
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,mongalla
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,brachypterus
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,hypoxanthus
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,zedlitzi
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,reichenowi
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,ankole
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,kericho
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,katonae
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,loanda
Cisticola brachypterus,Passeriformes,Cisticolidae,Cisticolas & Allies,Short-winged Cisticola,isabellinus
Cisticola rufus,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous Cisticola,isabellinus
Cisticola troglodytes,Passeriformes,Cisticolidae,Cisticolas & Allies,Foxy Cisticola,isabellinus
Cisticola troglodytes,Passeriformes,Cisticolidae,Cisticolas & Allies,Foxy Cisticola,troglodytes
Cisticola troglodytes,Passeriformes,Cisticolidae,Cisticolas & Allies,Foxy Cisticola,ferrugineus
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,ferrugineus
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,dispar
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,muelleri
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,hallae
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,dexter
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,ruficapilla
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,lebombo
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,fulvicapilla
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,dumicola
Cisticola fulvicapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Neddicky,silberbauer
Cisticola angusticauda,Passeriformes,Cisticolidae,Cisticolas & Allies,Long-tailed Cisticola,silberbauer
Cisticola melanurus,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-tailed Cisticola,silberbauer
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,silberbauer
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,cisticola
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,juncidis
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,uropygialis
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,terrestris
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,neuroticus
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,cursitans
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,salimalii
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,omalurus
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,brunniceps
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,tinnabulans
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,nigrostriatus
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,malaya
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,fuscicapilla
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,constans
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,leanyeri
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,normani
Cisticola juncidis,Passeriformes,Cisticolidae,Cisticolas & Allies,Zitting Cisticola,laveryi
Cisticola haesitatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Socotra Cisticola,laveryi
Cisticola cherina,Passeriformes,Cisticolidae,Cisticolas & Allies,Madagascar Cisticola,laveryi
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,laveryi
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,aridulus
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,lavendulae
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,tanganyika
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,lobito
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,perplexus
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,kalahari
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,traylori
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,caliginus
Cisticola aridulus,Passeriformes,Cisticolidae,Cisticolas & Allies,Desert Cisticola,eremicus
Cisticola textrix,Passeriformes,Cisticolidae,Cisticolas & Allies,Cloud Cisticola,eremicus
Cisticola textrix,Passeriformes,Cisticolidae,Cisticolas & Allies,Cloud Cisticola,bulubulu
Cisticola textrix,Passeriformes,Cisticolidae,Cisticolas & Allies,Cloud Cisticola,anselli
Cisticola textrix,Passeriformes,Cisticolidae,Cisticolas & Allies,Cloud Cisticola,major
Cisticola textrix,Passeriformes,Cisticolidae,Cisticolas & Allies,Cloud Cisticola,marleyi
Cisticola textrix,Passeriformes,Cisticolidae,Cisticolas & Allies,Cloud Cisticola,textrix
Cisticola eximius,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-backed Cisticola,textrix
Cisticola eximius,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-backed Cisticola,occidens
Cisticola eximius,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-backed Cisticola,winneba
Cisticola eximius,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-backed Cisticola,eximius
Cisticola dambo,Passeriformes,Cisticolidae,Cisticolas & Allies,Dambo Cisticola,eximius
Cisticola dambo,Passeriformes,Cisticolidae,Cisticolas & Allies,Dambo Cisticola,kasai
Cisticola dambo,Passeriformes,Cisticolidae,Cisticolas & Allies,Dambo Cisticola,dambo
Cisticola brunnescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Pectoral-patch Cisticola,dambo
Cisticola brunnescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Pectoral-patch Cisticola,mbangensis
Cisticola brunnescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Pectoral-patch Cisticola,lynesi
Cisticola brunnescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Pectoral-patch Cisticola,wambera
Cisticola brunnescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Pectoral-patch Cisticola,brunnescens
Cisticola brunnescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Pectoral-patch Cisticola,nakuruensis
Cisticola brunnescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Pectoral-patch Cisticola,hindii
Cisticola cinnamomeus,Passeriformes,Cisticolidae,Cisticolas & Allies,Pale-crowned Cisticola,hindii
Cisticola cinnamomeus,Passeriformes,Cisticolidae,Cisticolas & Allies,Pale-crowned Cisticola,midcongo
Cisticola cinnamomeus,Passeriformes,Cisticolidae,Cisticolas & Allies,Pale-crowned Cisticola,cinnamomeus
Cisticola cinnamomeus,Passeriformes,Cisticolidae,Cisticolas & Allies,Pale-crowned Cisticola,egregius
Cisticola ayresii,Passeriformes,Cisticolidae,Cisticolas & Allies,Wing-snapping Cisticola,egregius
Cisticola ayresii,Passeriformes,Cisticolidae,Cisticolas & Allies,Wing-snapping Cisticola,gabun
Cisticola ayresii,Passeriformes,Cisticolidae,Cisticolas & Allies,Wing-snapping Cisticola,imatong
Cisticola ayresii,Passeriformes,Cisticolidae,Cisticolas & Allies,Wing-snapping Cisticola,entebbe
Cisticola ayresii,Passeriformes,Cisticolidae,Cisticolas & Allies,Wing-snapping Cisticola,itombwensis
Cisticola ayresii,Passeriformes,Cisticolidae,Cisticolas & Allies,Wing-snapping Cisticola,mauensis
Cisticola ayresii,Passeriformes,Cisticolidae,Cisticolas & Allies,Wing-snapping Cisticola,ayresii
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,ayresii
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,tytleri
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,erythrocephalus
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,equicaudatus
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,courtoisi
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,volitans
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,semirufus
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,rusticus
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,lineocapilla
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,diminutus
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,alexandrae
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,exilis
Cisticola exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,polionotus
Incana exilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Golden-headed Cisticola,polionotus
Incana incana,Passeriformes,Cisticolidae,Cisticolas & Allies,Socotra Warbler,polionotus
Prinia incana,Passeriformes,Cisticolidae,Cisticolas & Allies,Socotra Warbler,polionotus
Prinia crinigera,Passeriformes,Cisticolidae,Cisticolas & Allies,Himalayan Prinia,polionotus
Prinia crinigera,Passeriformes,Cisticolidae,Cisticolas & Allies,Himalayan Prinia,striatula
Prinia crinigera,Passeriformes,Cisticolidae,Cisticolas & Allies,Himalayan Prinia,crinigera
Prinia crinigera,Passeriformes,Cisticolidae,Cisticolas & Allies,Himalayan Prinia,yunnanensis
Prinia crinigera,Passeriformes,Cisticolidae,Cisticolas & Allies,Himalayan Prinia,bangsi
Prinia striata,Passeriformes,Cisticolidae,Cisticolas & Allies,Striped Prinia,bangsi
Prinia striata,Passeriformes,Cisticolidae,Cisticolas & Allies,Striped Prinia,catharia
Prinia striata,Passeriformes,Cisticolidae,Cisticolas & Allies,Striped Prinia,parumstriata
Prinia striata,Passeriformes,Cisticolidae,Cisticolas & Allies,Striped Prinia,striata
Prinia polychroa,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown Prinia,striata
Prinia polychroa,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown Prinia,polychroa
Prinia polychroa,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown Prinia,deignani
Prinia cooki,Passeriformes,Cisticolidae,Cisticolas & Allies,Burmese Prinia,deignani
Prinia rocki,Passeriformes,Cisticolidae,Cisticolas & Allies,Annam Prinia,deignani
Prinia atrogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-throated Prinia,deignani
Prinia atrogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-throated Prinia,atrogularis
Prinia atrogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-throated Prinia,khasiana
Prinia superciliaris,Passeriformes,Cisticolidae,Cisticolas & Allies,Hill Prinia,khasiana
Prinia superciliaris,Passeriformes,Cisticolidae,Cisticolas & Allies,Hill Prinia,erythropleura
Prinia superciliaris,Passeriformes,Cisticolidae,Cisticolas & Allies,Hill Prinia,superciliaris
Prinia superciliaris,Passeriformes,Cisticolidae,Cisticolas & Allies,Hill Prinia,klossi
Prinia superciliaris,Passeriformes,Cisticolidae,Cisticolas & Allies,Hill Prinia,waterstradti
Prinia superciliaris,Passeriformes,Cisticolidae,Cisticolas & Allies,Hill Prinia,dysancrita
Prinia cinereocapilla,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-crowned Prinia,dysancrita
Prinia buchanani,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous-fronted Prinia,dysancrita
Prinia rufescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufescent Prinia,dysancrita
Prinia rufescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufescent Prinia,rufescens
Prinia rufescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufescent Prinia,beavani
Prinia rufescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufescent Prinia,dalatensis
Prinia rufescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufescent Prinia,objurgans
Prinia rufescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufescent Prinia,peninsularis
Prinia rufescens,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufescent Prinia,extrema
Prinia hodgsonii,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-breasted Prinia,extrema
Prinia hodgsonii,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-breasted Prinia,rufula
Prinia hodgsonii,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-breasted Prinia,confusa
Prinia hodgsonii,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-breasted Prinia,hodgsonii
Prinia hodgsonii,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-breasted Prinia,erro
Prinia hodgsonii,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-breasted Prinia,albogularis
Prinia hodgsonii,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-breasted Prinia,pectoralis
Prinia gracilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Graceful Prinia,pectoralis
Prinia gracilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Graceful Prinia,natronensis
Prinia gracilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Graceful Prinia,deltae
Prinia gracilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Graceful Prinia,gracilis
Prinia gracilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Graceful Prinia,ashi
Prinia gracilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Graceful Prinia,yemenensis
Prinia gracilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Graceful Prinia,hufufae
Prinia gracilis,Passeriformes,Cisticolidae,Cisticolas & Allies,Graceful Prinia,palaestinae
Prinia lepida,Passeriformes,Cisticolidae,Cisticolas & Allies,Delicate Prinia,palaestinae
Prinia lepida,Passeriformes,Cisticolidae,Cisticolas & Allies,Delicate Prinia,akyildizi
Prinia lepida,Passeriformes,Cisticolidae,Cisticolas & Allies,Delicate Prinia,carpenteri
Prinia lepida,Passeriformes,Cisticolidae,Cisticolas & Allies,Delicate Prinia,lepida
Prinia lepida,Passeriformes,Cisticolidae,Cisticolas & Allies,Delicate Prinia,stevensi
Prinia sylvatica,Passeriformes,Cisticolidae,Cisticolas & Allies,Jungle Prinia,stevensi
Prinia sylvatica,Passeriformes,Cisticolidae,Cisticolas & Allies,Jungle Prinia,insignis
Prinia sylvatica,Passeriformes,Cisticolidae,Cisticolas & Allies,Jungle Prinia,gangetica
Prinia sylvatica,Passeriformes,Cisticolidae,Cisticolas & Allies,Jungle Prinia,mahendrae
Prinia sylvatica,Passeriformes,Cisticolidae,Cisticolas & Allies,Jungle Prinia,sylvatica
Prinia sylvatica,Passeriformes,Cisticolidae,Cisticolas & Allies,Jungle Prinia,valida
Prinia familiaris,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-winged Prinia,valida
Prinia flaviventris,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-bellied Prinia,valida
Prinia flaviventris,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-bellied Prinia,sindiana
Prinia flaviventris,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-bellied Prinia,flaviventris
Prinia flaviventris,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-bellied Prinia,sonitans
Prinia flaviventris,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-bellied Prinia,delacouri
Prinia flaviventris,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-bellied Prinia,rafflesi
Prinia flaviventris,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-bellied Prinia,halistona
Prinia flaviventris,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-bellied Prinia,latrunculus
Prinia socialis,Passeriformes,Cisticolidae,Cisticolas & Allies,Ashy Prinia,latrunculus
Prinia socialis,Passeriformes,Cisticolidae,Cisticolas & Allies,Ashy Prinia,stewarti
Prinia socialis,Passeriformes,Cisticolidae,Cisticolas & Allies,Ashy Prinia,inglisi
Prinia socialis,Passeriformes,Cisticolidae,Cisticolas & Allies,Ashy Prinia,socialis
Prinia socialis,Passeriformes,Cisticolidae,Cisticolas & Allies,Ashy Prinia,brevicauda
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,brevicauda
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,subflava
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,pallescens
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,tenella
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,melanorhyncha
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,graueri
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,affinis
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,kasokae
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,mutatrix
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,bechuanae
Prinia subflava,Passeriformes,Cisticolidae,Cisticolas & Allies,Tawny-flanked Prinia,pondoensis
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,pondoensis
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,terricolor
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,fusca
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,blanfordi
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,extensicauda
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,herberti
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,flavirostris
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,inornata
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,franklinii
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,insularis
Prinia inornata,Passeriformes,Cisticolidae,Cisticolas & Allies,Plain Prinia,blythi
Prinia somalica,Passeriformes,Cisticolidae,Cisticolas & Allies,Pale Prinia,blythi
Prinia somalica,Passeriformes,Cisticolidae,Cisticolas & Allies,Pale Prinia,somalica
Prinia somalica,Passeriformes,Cisticolidae,Cisticolas & Allies,Pale Prinia,erlangeri
Prinia fluviatilis,Passeriformes,Cisticolidae,Cisticolas & Allies,River Prinia,erlangeri
Prinia flavicans,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-chested Prinia,erlangeri
Prinia flavicans,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-chested Prinia,bihe
Prinia flavicans,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-chested Prinia,ansorgei
Prinia flavicans,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-chested Prinia,flavicans
Prinia flavicans,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-chested Prinia,nubilosa
Prinia maculosa,Passeriformes,Cisticolidae,Cisticolas & Allies,Karoo Prinia,nubilosa
Prinia maculosa,Passeriformes,Cisticolidae,Cisticolas & Allies,Karoo Prinia,psammophila
Prinia maculosa,Passeriformes,Cisticolidae,Cisticolas & Allies,Karoo Prinia,maculosa
Prinia maculosa,Passeriformes,Cisticolidae,Cisticolas & Allies,Karoo Prinia,exultans
Prinia hypoxantha,Passeriformes,Cisticolidae,Cisticolas & Allies,Drakensberg Prinia,exultans
Prinia molleri,Passeriformes,Cisticolidae,Cisticolas & Allies,Sao Tome Prinia,exultans
Prinia bairdii,Passeriformes,Cisticolidae,Cisticolas & Allies,Banded Prinia,exultans
Prinia bairdii,Passeriformes,Cisticolidae,Cisticolas & Allies,Banded Prinia,bairdii
Prinia bairdii,Passeriformes,Cisticolidae,Cisticolas & Allies,Banded Prinia,heinrichi
Prinia melanops,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-faced Prinia,heinrichi
Prinia melanops,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-faced Prinia,obscura
Prinia melanops,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-faced Prinia,melanops
