latin_species,order,family,family_english,english,subspecies
Prinia erythroptera,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-winged Prinia,melanops
Prinia erythroptera,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-winged Prinia,erythroptera
Prinia erythroptera,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-winged Prinia,jodoptera
Prinia erythroptera,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-winged Prinia,major
Prinia erythroptera,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-winged Prinia,rhodoptera
Prinia rufifrons,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-fronted Prinia,rhodoptera
Prinia rufifrons,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-fronted Prinia,rufifrons
Prinia rufifrons,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-fronted Prinia,smithi
Prinia rufifrons,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-fronted Prinia,rufidorsalis
Schistolais rufifrons,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-fronted Prinia,rufidorsalis
Schistolais leucopogon,Passeriformes,Cisticolidae,Cisticolas & Allies,White-chinned Prinia,rufidorsalis
Schistolais leucopogon,Passeriformes,Cisticolidae,Cisticolas & Allies,White-chinned Prinia,leucopogon
Schistolais leucopogon,Passeriformes,Cisticolidae,Cisticolas & Allies,White-chinned Prinia,reichenowi
Schistolais leontica,Passeriformes,Cisticolidae,Cisticolas & Allies,Sierra Leone Prinia,reichenowi
Phragmacia leontica,Passeriformes,Cisticolidae,Cisticolas & Allies,Sierra Leone Prinia,reichenowi
Phragmacia substriata,Passeriformes,Cisticolidae,Cisticolas & Allies,Namaqua Warbler,reichenowi
Phragmacia substriata,Passeriformes,Cisticolidae,Cisticolas & Allies,Namaqua Warbler,confinis
Phragmacia substriata,Passeriformes,Cisticolidae,Cisticolas & Allies,Namaqua Warbler,substriata
Oreophilais substriata,Passeriformes,Cisticolidae,Cisticolas & Allies,Namaqua Warbler,substriata
Oreophilais robertsi,Passeriformes,Cisticolidae,Cisticolas & Allies,Roberts's Warbler,substriata
Micromacronus robertsi,Passeriformes,Cisticolidae,Cisticolas & Allies,Roberts's Warbler,substriata
Micromacronus leytensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Visayan Miniature Babbler,substriata
Micromacronus sordidus,Passeriformes,Cisticolidae,Cisticolas & Allies,Mindanao Miniature Babbler,substriata
Urolais sordidus,Passeriformes,Cisticolidae,Cisticolas & Allies,Mindanao Miniature Babbler,substriata
Urolais epichlorus,Passeriformes,Cisticolidae,Cisticolas & Allies,Green Longtail,substriata
Urolais epichlorus,Passeriformes,Cisticolidae,Cisticolas & Allies,Green Longtail,epichlorus
Urolais epichlorus,Passeriformes,Cisticolidae,Cisticolas & Allies,Green Longtail,cinderella
Urolais epichlorus,Passeriformes,Cisticolidae,Cisticolas & Allies,Green Longtail,mariae
Oreolais epichlorus,Passeriformes,Cisticolidae,Cisticolas & Allies,Green Longtail,mariae
Oreolais pulcher,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-collared Apalis,mariae
Oreolais pulcher,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-collared Apalis,pulcher
Oreolais pulcher,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-collared Apalis,murphyi
Oreolais ruwenzorii,Passeriformes,Cisticolidae,Cisticolas & Allies,Rwenzori Apalis,murphyi
Drymocichla ruwenzorii,Passeriformes,Cisticolidae,Cisticolas & Allies,Rwenzori Apalis,murphyi
Drymocichla incana,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-winged Grey Warbler,murphyi
Spiloptila incana,Passeriformes,Cisticolidae,Cisticolas & Allies,Red-winged Grey Warbler,murphyi
Spiloptila clamans,Passeriformes,Cisticolidae,Cisticolas & Allies,Cricket Warbler,murphyi
Phyllolais clamans,Passeriformes,Cisticolidae,Cisticolas & Allies,Cricket Warbler,murphyi
Phyllolais pulchella,Passeriformes,Cisticolidae,Cisticolas & Allies,Buff-bellied Warbler,murphyi
Apalis pulchella,Passeriformes,Cisticolidae,Cisticolas & Allies,Buff-bellied Warbler,murphyi
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,murphyi
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,griseiceps
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,pareensis
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,murina
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,uluguru
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,youngi
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,whitei
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,rhodesiae
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,quarta
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,arnoldi
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,flaviventris
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,spelonkensis
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,drakensbergensis
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,lebomboensis
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,venusta
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,thoracica
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,claudei
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,capensis
Apalis thoracica,Passeriformes,Cisticolidae,Cisticolas & Allies,Bar-throated Apalis,griseopyga
Apalis flavigularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-throated Apalis,griseopyga
Apalis fuscigularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Taita Apalis,griseopyga
Apalis lynesi,Passeriformes,Cisticolidae,Cisticolas & Allies,Namuli Apalis,griseopyga
Apalis ruddi,Passeriformes,Cisticolidae,Cisticolas & Allies,Rudd's Apalis,griseopyga
Apalis ruddi,Passeriformes,Cisticolidae,Cisticolas & Allies,Rudd's Apalis,ruddi
Apalis ruddi,Passeriformes,Cisticolidae,Cisticolas & Allies,Rudd's Apalis,caniviridis
Apalis ruddi,Passeriformes,Cisticolidae,Cisticolas & Allies,Rudd's Apalis,fumosa
Apalis flavocincta,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown-tailed Apalis,fumosa
Apalis flavocincta,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown-tailed Apalis,viridiceps
Apalis flavocincta,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown-tailed Apalis,flavocincta
Apalis flavida,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-breasted Apalis,flavocincta
Apalis flavida,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-breasted Apalis,caniceps
Apalis flavida,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-breasted Apalis,abyssinica
Apalis flavida,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-breasted Apalis,pugnax
Apalis flavida,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-breasted Apalis,golzi
Apalis flavida,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-breasted Apalis,neglecta
Apalis flavida,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-breasted Apalis,flavida
Apalis flavida,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-breasted Apalis,florisuga
Apalis binotata,Passeriformes,Cisticolidae,Cisticolas & Allies,Lowland Masked Apalis,florisuga
Apalis personata,Passeriformes,Cisticolidae,Cisticolas & Allies,Mountain Masked Apalis,florisuga
Apalis personata,Passeriformes,Cisticolidae,Cisticolas & Allies,Mountain Masked Apalis,personata
Apalis personata,Passeriformes,Cisticolidae,Cisticolas & Allies,Mountain Masked Apalis,marungensis
Apalis jacksoni,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-throated Apalis,marungensis
Apalis jacksoni,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-throated Apalis,bambuluensis
Apalis jacksoni,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-throated Apalis,minor
Apalis jacksoni,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-throated Apalis,jacksoni
Apalis chariessa,Passeriformes,Cisticolidae,Cisticolas & Allies,White-winged Apalis,jacksoni
Apalis chariessa,Passeriformes,Cisticolidae,Cisticolas & Allies,White-winged Apalis,chariessa
Apalis chariessa,Passeriformes,Cisticolidae,Cisticolas & Allies,White-winged Apalis,macphersoni
Apalis nigriceps,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-capped Apalis,macphersoni
Apalis nigriceps,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-capped Apalis,nigriceps
Apalis nigriceps,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-capped Apalis,collaris
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,collaris
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,nigrodorsalis
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,moschi
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,muhuluensis
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,melanocephala
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,lightoni
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,fuliginosa
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,tenebricosa
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,adjacens
Apalis melanocephala,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Apalis,addenda
Apalis chirindensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Chirinda Apalis,addenda
Apalis chirindensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Chirinda Apalis,vumbae
Apalis chirindensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Chirinda Apalis,chirindensis
Apalis porphyrolaema,Passeriformes,Cisticolidae,Cisticolas & Allies,Chestnut-throated Apalis,chirindensis
Apalis kaboboensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Kabobo Apalis,chirindensis
Apalis chapini,Passeriformes,Cisticolidae,Cisticolas & Allies,Chapin's Apalis,chirindensis
Apalis chapini,Passeriformes,Cisticolidae,Cisticolas & Allies,Chapin's Apalis,chapini
Apalis chapini,Passeriformes,Cisticolidae,Cisticolas & Allies,Chapin's Apalis,strausae
Apalis sharpii,Passeriformes,Cisticolidae,Cisticolas & Allies,Sharpe's Apalis,strausae
Apalis rufogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Buff-throated Apalis,strausae
Apalis rufogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Buff-throated Apalis,rufogularis
Apalis rufogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Buff-throated Apalis,sanderi
Apalis rufogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Buff-throated Apalis,nigrescens
Apalis rufogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Buff-throated Apalis,angolensis
Apalis rufogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Buff-throated Apalis,brauni
Apalis rufogularis,Passeriformes,Cisticolidae,Cisticolas & Allies,Buff-throated Apalis,kigezi
Apalis argentea,Passeriformes,Cisticolidae,Cisticolas & Allies,Kungwe Apalis,kigezi
Apalis karamojae,Passeriformes,Cisticolidae,Cisticolas & Allies,Karamoja Apalis,kigezi
Apalis karamojae,Passeriformes,Cisticolidae,Cisticolas & Allies,Karamoja Apalis,karamojae
Apalis karamojae,Passeriformes,Cisticolidae,Cisticolas & Allies,Karamoja Apalis,stronachi
Apalis bamendae,Passeriformes,Cisticolidae,Cisticolas & Allies,Bamenda Apalis,stronachi
Apalis goslingi,Passeriformes,Cisticolidae,Cisticolas & Allies,Gosling's Apalis,stronachi
Apalis cinerea,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey Apalis,stronachi
Apalis cinerea,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey Apalis,cinerea
Apalis cinerea,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey Apalis,sclateri
Apalis cinerea,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey Apalis,grandis
Apalis alticola,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown-headed Apalis,grandis
Apalis alticola,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown-headed Apalis,dowsetti
Apalis alticola,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown-headed Apalis,alticola
Malcorus alticola,Passeriformes,Cisticolidae,Cisticolas & Allies,Brown-headed Apalis,alticola
Malcorus pectoralis,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous-eared Warbler,alticola
Malcorus pectoralis,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous-eared Warbler,etoshae
Malcorus pectoralis,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous-eared Warbler,ocularius
Malcorus pectoralis,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous-eared Warbler,pectoralis
Hypergerus pectoralis,Passeriformes,Cisticolidae,Cisticolas & Allies,Rufous-eared Warbler,pectoralis
Hypergerus atriceps,Passeriformes,Cisticolidae,Cisticolas & Allies,Oriole Warbler,pectoralis
Eminia atriceps,Passeriformes,Cisticolidae,Cisticolas & Allies,Oriole Warbler,pectoralis
Eminia lepida,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-capped Warbler,pectoralis
Camaroptera lepida,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-capped Warbler,pectoralis
Camaroptera brachyura,Passeriformes,Cisticolidae,Cisticolas & Allies,Green-backed Camaroptera,pectoralis
Camaroptera brachyura,Passeriformes,Cisticolidae,Cisticolas & Allies,Green-backed Camaroptera,pileata
Camaroptera brachyura,Passeriformes,Cisticolidae,Cisticolas & Allies,Green-backed Camaroptera,fugglescouchmani
Camaroptera brachyura,Passeriformes,Cisticolidae,Cisticolas & Allies,Green-backed Camaroptera,bororensis
Camaroptera brachyura,Passeriformes,Cisticolidae,Cisticolas & Allies,Green-backed Camaroptera,constans
Camaroptera brachyura,Passeriformes,Cisticolidae,Cisticolas & Allies,Green-backed Camaroptera,brachyura
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,brachyura
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,brevicaudata
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,tincta
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,abessinica
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,insulata
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,aschani
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,erlangeri
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,griseigula
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,intercalata
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,sharpei
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,transitiva
Camaroptera brevicaudata,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey-backed Camaroptera,beirensis
Camaroptera harterti,Passeriformes,Cisticolidae,Cisticolas & Allies,Hartert's Camaroptera,beirensis
Camaroptera superciliaris,Passeriformes,Cisticolidae,Cisticolas & Allies,Yellow-browed Camaroptera,beirensis
Camaroptera chloronota,Passeriformes,Cisticolidae,Cisticolas & Allies,Olive-green Camaroptera,beirensis
Camaroptera chloronota,Passeriformes,Cisticolidae,Cisticolas & Allies,Olive-green Camaroptera,kelsalli
Camaroptera chloronota,Passeriformes,Cisticolidae,Cisticolas & Allies,Olive-green Camaroptera,chloronota
Camaroptera chloronota,Passeriformes,Cisticolidae,Cisticolas & Allies,Olive-green Camaroptera,granti
Camaroptera chloronota,Passeriformes,Cisticolidae,Cisticolas & Allies,Olive-green Camaroptera,kamitugaensis
Camaroptera chloronota,Passeriformes,Cisticolidae,Cisticolas & Allies,Olive-green Camaroptera,toroensis
Calamonastes chloronota,Passeriformes,Cisticolidae,Cisticolas & Allies,Olive-green Camaroptera,toroensis
Calamonastes simplex,Passeriformes,Cisticolidae,Cisticolas & Allies,Grey Wren-Warbler,toroensis
Calamonastes undosus,Passeriformes,Cisticolidae,Cisticolas & Allies,Miombo Wren-Warbler,toroensis
Calamonastes undosus,Passeriformes,Cisticolidae,Cisticolas & Allies,Miombo Wren-Warbler,cinereus
Calamonastes undosus,Passeriformes,Cisticolidae,Cisticolas & Allies,Miombo Wren-Warbler,huilae
Calamonastes undosus,Passeriformes,Cisticolidae,Cisticolas & Allies,Miombo Wren-Warbler,katangae
Calamonastes undosus,Passeriformes,Cisticolidae,Cisticolas & Allies,Miombo Wren-Warbler,undosus
Calamonastes stierlingi,Passeriformes,Cisticolidae,Cisticolas & Allies,Stierling's Wren-Warbler,undosus
Calamonastes stierlingi,Passeriformes,Cisticolidae,Cisticolas & Allies,Stierling's Wren-Warbler,stierlingi
Calamonastes stierlingi,Passeriformes,Cisticolidae,Cisticolas & Allies,Stierling's Wren-Warbler,irwini
Calamonastes stierlingi,Passeriformes,Cisticolidae,Cisticolas & Allies,Stierling's Wren-Warbler,olivascens
Calamonastes stierlingi,Passeriformes,Cisticolidae,Cisticolas & Allies,Stierling's Wren-Warbler,pintoi
Calamonastes fasciolatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Barred Wren-Warbler,pintoi
Calamonastes fasciolatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Barred Wren-Warbler,pallidior
Calamonastes fasciolatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Barred Wren-Warbler,fasciolatus
Calamonastes fasciolatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Barred Wren-Warbler,europhilus
Euryptila fasciolatus,Passeriformes,Cisticolidae,Cisticolas & Allies,Barred Wren-Warbler,europhilus
Euryptila subcinnamomea,Passeriformes,Cisticolidae,Cisticolas & Allies,Cinnamon-breasted Warbler,europhilus
Bathmocercus subcinnamomea,Passeriformes,Cisticolidae,Cisticolas & Allies,Cinnamon-breasted Warbler,europhilus
Bathmocercus cerviniventris,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-headed Rufous Warbler,europhilus
Bathmocercus rufus,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-faced Rufous Warbler,europhilus
Bathmocercus rufus,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-faced Rufous Warbler,rufus
Bathmocercus rufus,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-faced Rufous Warbler,vulpinus
Scepomycter rufus,Passeriformes,Cisticolidae,Cisticolas & Allies,Black-faced Rufous Warbler,vulpinus
Scepomycter winifredae,Passeriformes,Cisticolidae,Cisticolas & Allies,Winifred's Warbler,vulpinus
Scepomycter rubehoensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Rubeho Warbler,vulpinus
Orthotomus rubehoensis,Passeriformes,Cisticolidae,Cisticolas & Allies,Rubeho Warbler,vulpinus
Orthotomus sutorius,Passeriformes,Cisticolidae,Cisticolas & Allies,Common Tailorbird,vulpinus
Orthotomus sutorius,Passeriformes,Cisticolidae,Cisticolas & Allies,Common Tailorbird,guzuratus
Orthotomus sutorius,Passeriformes,Cisticolidae,Cisticolas & Allies,Common Tailorbird,patia
Orthotomus sutorius,Passeriformes,Cisticolidae,Cisticolas & Allies,Common Tailorbird,luteus
Orthotomus sutorius,Passeriformes,Cisticolidae,Cisticolas & Allies,Common Tailorbird,inexpectatus
Orthotomus sutorius,Passeriformes,Cisticolidae,Cisticolas & Allies,Common Tailorbird,longicauda
Orthotomus sutorius,Passeriformes,Cisticolidae,Cisticolas & Allies,Common Tailorbird,maculicollis
Orthotomus sutorius,Passeriformes,Cisticolidae,Cisticolas & Allies,Common Tailorbird,edela
Orthotomus sutorius,Passeriformes,Cisticolidae,Cisticolas & Allies,Common Tailorbird,fernandonis
